word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
vertical,0,1,0,0,1,0,1,0
very,1,0,0,1,0,0,0,1
vessel,0,0,1,0,0,1,0,0
veteran,0,1,0,0,1,0,0,0
via,0,1,0,0,1,0,1,1
viable,0,0,1,0,0,1,1,0
vibrant,0,0,1,0,0,1,0,0
vice,0,1,0,0,1,0,1,0
victim,0,1,0,0,1,0,0,1
victory,1,0,0,1,0,0,0,1
video,1,0,0,1,0,0,0,1
view,1,0,0,1,0,0,1,1
viewpoint,0,1,0,0,1,0,0,0
vigor,0,0,1,0,0,1,0,0
vigorous,0,0,1,0,0,1,0,0
village,1,0,0,1,0,0,0,1
violate,0,1,0,0,1,0,1,0
violation,0,1,0,0,1,0,1,0
violence,0,1,0,0,1,0,0,1
violent,0,1,0,0,1,0,0,1
virtue,0,0,1,0,0,1,0,0
virus,0,1,0,0,1,0,0,1
visa,0,1,0,0,1,0,1,1
visible,0,1,0,0,1,0,0,1
vision,0,1,0,0,1,0,1,1
visit,1,0,0,1,0,0,0,1
visitor,1,0,0,1,0,0,0,1
visual,0,1,0,0,1,0,1,0
vital,0,1,0,0,1,0,1,0
vivid,0,1,0,0,1,0,0,0
vocabulary,1,0,0,1,0,0,0,0
vocal,0,1,0,0,1,0,0,0
voice,1,0,0,1,0,0,1,1
void,0,0,1,0,0,1,1,0
volatile,0,0,1,0,0,1,1,0
volume,0,1,0,0,1,0,1,1
voluntary,0,1,0,0,1,0,1,0
volunteer,0,1,0,0,1,0,0,1
vote,1,0,0,1,0,0,0,1
voter,0,1,0,0,1,0,0,0
vow,0,1,0,0,1,0,0,0
voyage,0,1,0,0,1,0,0,0
vulnerable,0,1,0,0,1,0,1,0
wage,0,1,0,0,1,0,1,1
wagon,1,0,0,1,0,0,0,1
wait,1,0,0,1,0,0,0,1
wake,1,0,0,1,0,0,0,1
walk,1,0,0,1,0,0,0,1
wall,1,0,0,1,0,0,0,1
wander,0,1,0,0,1,0,0,1
want,1,0,0,1,0,0,0,1
war,1,0,0,1,0,0,0,1
ward,0,1,0,0,1,0,0,0
warehouse,0,1,0,0,1,0,1,0
warfare,0,0,1,0,0,1,0,0
warm,1,0,0,1,0,0,0,1
warn,1,0,0,1,0,0,0,1
warning,1,0,0,1,0,0,1,1
warrant,0,0,1,0,0,1,1,0
warranty,0,0,1,0,0,1,1,0
wash,1,0,0,1,0,0,0,1
waste,1,0,0,1,0,0,1,1
watch,1,0,0,1,0,0,0,1
water,1,0,0,1,0,0,0,1
wave,1,0,0,1,0,0,0,1
way,1,0,0,1,0,0,0,1
weak,1,0,0,1,0,0,0,1
weaken,0,1,0,0,1,0,0,0
weakness,0,1,0,0,1,0,0,1
wealth,0,1,0,0,1,0,1,1
wealthy,0,1,0,0,1,0,1,1
weapon,0,1,0,0,1,0,0,1
wear,1,0,0,1,0,0,0,1
weather,1,0,0,1,0,0,0,1
weave,0,1,0,0,1,0,0,0
web,1,0,0,1,0,0,1,1
website,1,0,0,1,0,0,1,1
wedding,1,0,0,1,0,0,0,1
week,1,0,0,1,0,0,0,1
weekend,1,0,0,1,0,0,0,1
weigh,0,1,0,0,1,0,0,1
weight,1,0,0,1,0,0,0,1
weird,1,0,0,1,0,0,0,1
welcome,1,0,0,1,0,0,1,1
welfare,0,1,0,0,1,0,1,0
well,1,0,0,1,0,0,0,1
west,1,0,0,1,0,0,0,1
western,1,0,0,1,0,0,0,1
wet,1,0,0,1,0,0,0,1
whale,1,0,0,1,0,0,0,1
what,1,0,0,1,0,0,0,1
whatever,1,0,0,1,0,0,0,1
wheat,0,1,0,0,1,0,0,0
wheel,1,0,0,1,0,0,0,1
when,1,0,0,1,0,0,0,1
whenever,1,0,0,1,0,0,0,1
where,1,0,0,1,0,0,0,1
whereas,0,1,0,0,1,0,1,0
whereby,0,0,1,0,0,1,1,0
wherever,1,0,0,1,0,0,0,1
whether,1,0,0,1,0,0,1,1
which,1,0,0,1,0,0,0,1
while,1,0,0,1,0,0,0,1
whip,0,1,0,0,1,0,0,1
whisper,0,1,0,0,1,0,0,1
white,1,0,0,1,0,0,0,1
who,1,0,0,1,0,0,0,1
whoever,1,0,0,1,0,0,0,1
whole,1,0,0,1,0,0,0,1
wholesale,0,0,1,0,0,1,1,0
whose,1,0,0,1,0,0,0,1
why,1,0,0,1,0,0,0,1
wicked,0,1,0,0,1,0,0,0
wide,1,0,0,1,0,0,0,1
widespread,0,1,0,0,1,0,1,0
widow,0,1,0,0,1,0,0,1
width,0,1,0,0,1,0,0,0
wife,1,0,0,1,0,0,0,1
wild,1,0,0,1,0,0,0,1
wilderness,0,1,0,0,1,0,0,0
will,1,0,0,1,0,0,1,1
willing,1,0,0,1,0,0,0,1
win,1,0,0,1,0,0,0,1
wind,1,0,0,1,0,0,0,1
window,1,0,0,1,0,0,0,1
wine,1,0,0,1,0,0,0,1
wing,1,0,0,1,0,0,0,1
winner,1,0,0,1,0,0,0,1
winter,1,0,0,1,0,0,0,1
wipe,0,1,0,0,1,0,0,1
wire,1,0,0,1,0,0,0,1
wisdom,0,1,0,0,1,0,0,0
wise,1,0,0,1,0,0,0,1
wish,1,0,0,1,0,0,0,1
wit,0,1,0,0,1,0,0,0
witch,0,1,0,0,1,0,0,1
with,1,0,0,1,0,0,0,1
withdraw,0,1,0,0,1,0,1,0
withdrawal,0,1,0,0,1,0,1,0
within,1,0,0,1,0,0,1,1
without,1,0,0,1,0,0,0,1
witness,0,1,0,0,1,0,1,1
wolf,1,0,0,1,0,0,0,1
woman,1,0,0,1,0,0,0,1
wonder,1,0,0,1,0,0,0,1
wonderful,1,0,0,1,0,0,0,1
wood,1,0,0,1,0,0,0,1
wooden,1,0,0,1,0,0,0,1
wool,1,0,0,1,0,0,0,1
word,1,0,0,1,0,0,0,1
work,1,0,0,1,0,0,1,1
worker,1,0,0,1,0,0,1,1
workflow,0,0,1,0,0,1,1,0
workforce,0,0,1,0,0,1,1,0
workplace,0,1,0,0,1,0,1,1
workshop,0,1,0,0,1,0,1,1
world,1,0,0,1,0,0,0,1
worldwide,0,1,0,0,1,0,1,1
worm,1,0,0,1,0,0,0,1
worry,1,0,0,1,0,0,0,1
worse,1,0,0,1,0,0,0,1
worship,0,1,0,0,1,0,0,0
worst,1,0,0,1,0,0,0,1
worth,1,0,0,1,0,0,1,1
worthy,0,1,0,0,1,0,0,0
would,1,0,0,1,0,0,0,1
wound,0,1,0,0,1,0,0,1
wrap,1,0,0,1,0,0,0,1
wrath,0,0,1,0,0,1,0,0
wreck,0,1,0,0,1,0,0,1
wrestle,0,1,0,0,1,0,0,0
wrist,0,1,0,0,1,0,0,1
write,1,0,0,1,0,0,1,1
writer,1,0,0,1,0,0,0,1
wrong,1,0,0,1,0,0,0,1
yard,1,0,0,1,0,0,0,1
yarn,0,1,0,0,1,0,0,1
year,1,0,0,1,0,0,1,1
yell,1,0,0,1,0,0,0,1
yellow,1,0,0,1,0,0,0,1
yes,1,0,0,1,0,0,0,1
yesterday,1,0,0,1,0,0,0,1
yet,1,0,0,1,0,0,0,1
yield,0,1,0,0,1,0,1,0
young,1,0,0,1,0,0,0,1
youngster,0,1,0,0,1,0,0,1
your,1,0,0,1,0,0,0,1
yourself,1,0,0,1,0,0,0,1
youth,1,0,0,1,0,0,0,1
zeal,0,0,1,0,0,1,0,0
zero,1,0,0,1,0,0,1,1
zone,0,1,0,0,1,0,1,1
