word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
consequent,0,0,1,0,0,1,0,0
conservation,0,1,1,0,1,1,0,0
conservative,0,1,1,0,1,1,0,0
consider,1,1,1,1,1,1,1,1
considerable,0,1,1,0,1,1,1,0
consideration,0,1,1,0,1,1,1,0
consist,0,1,1,0,1,1,1,0
consistent,0,1,1,0,1,1,1,0
consolidate,0,0,1,0,0,1,1,0
conspiracy,0,0,1,0,0,1,0,0
constant,0,1,1,0,1,1,0,0
constitute,0,0,1,0,0,1,1,0
constitution,0,1,1,0,1,1,0,0
constrain,0,0,1,0,0,1,1,0
constraint,0,0,1,0,0,1,1,0
construct,0,1,1,0,1,1,1,0
construction,0,1,1,0,1,1,1,0
consult,0,1,1,0,1,1,1,0
consultant,0,1,1,0,1,1,1,0
consume,0,1,1,0,1,1,1,0
consumer,0,1,1,0,1,1,1,0
consumption,0,1,1,0,1,1,1,0
contact,1,1,1,1,1,1,1,1
contain,0,1,1,0,1,1,1,0
container,0,1,1,0,1,1,1,0
contemporary,0,0,1,0,0,1,0,0
content,0,1,1,0,1,1,1,0
contest,0,1,1,0,1,1,0,0
context,0,1,1,0,1,1,1,0
continent,0,1,1,0,1,1,0,0
continue,1,1,1,1,1,1,1,1
continuous,0,1,1,0,1,1,1,0
contract,0,1,1,0,1,1,1,0
contractor,0,1,1,0,1,1,1,0
contradict,0,0,1,0,0,1,0,0
contrary,0,1,1,0,1,1,0,0
contrast,0,1,1,0,1,1,1,0
contribute,0,1,1,0,1,1,1,0
contribution,0,1,1,0,1,1,1,0
control,1,1,1,1,1,1,1,1
controversial,0,1,1,0,1,1,0,0
controversy,0,0,1,0,0,1,0,0
convenience,0,1,1,0,1,1,1,1
convenient,1,1,1,1,1,1,1,1
convention,0,1,1,0,1,1,1,0
conventional,0,1,1,0,1,1,1,0
conversation,1,1,1,1,1,1,1,1
convert,0,1,1,0,1,1,1,0
convey,0,1,1,0,1,1,1,0
convict,0,0,1,0,0,1,0,0
convince,0,1,1,0,1,1,1,0
cook,1,1,1,1,1,1,0,1
cookie,1,1,1,1,1,1,0,1
cool,1,1,1,1,1,1,0,1
cooperate,0,1,1,0,1,1,1,0
cooperation,0,1,1,0,1,1,1,0
coordinate,0,1,1,0,1,1,1,0
coordination,0,1,1,0,1,1,1,0
cope,0,1,1,0,1,1,0,0
copper,0,1,1,0,1,1,0,0
copy,1,1,1,1,1,1,1,1
core,0,1,1,0,1,1,1,0
corn,1,1,1,1,1,1,0,1
corner,1,1,1,1,1,1,0,1
corporate,0,1,1,0,1,1,1,0
corporation,0,1,1,0,1,1,1,0
correct,1,1,1,1,1,1,1,1
correlate,0,0,1,0,0,1,1,0
correspond,0,1,1,0,1,1,1,0
correspondence,0,1,1,0,1,1,1,0
corridor,0,1,1,0,1,1,0,0
corrupt,0,1,1,0,1,1,0,0
corruption,0,1,1,0,1,1,0,0
cost,1,1,1,1,1,1,1,1
costume,1,1,1,1,1,1,0,1
cottage,0,1,1,0,1,1,0,0
cotton,0,1,1,0,1,1,0,0
couch,1,1,1,1,1,1,0,1
cough,1,1,1,1,1,1,0,1
council,0,1,1,0,1,1,1,0
counsel,0,0,1,0,0,1,1,0
count,1,1,1,1,1,1,1,1
counter,0,1,1,0,1,1,1,1
counterpart,0,0,1,0,0,1,1,0
country,1,1,1,1,1,1,1,1
countryside,0,1,1,0,1,1,0,0
county,0,1,1,0,1,1,0,0
couple,1,1,1,1,1,1,0,1
courage,0,1,1,0,1,1,0,0
course,1,1,1,1,1,1,1,1
court,0,1,1,0,1,1,0,0
courtesy,0,1,1,0,1,1,1,0
cousin,1,1,1,1,1,1,0,1
cover,1,1,1,1,1,1,1,1
coverage,0,1,1,0,1,1,1,0
cow,1,1,1,1,1,1,0,1
crack,0,1,1,0,1,1,0,0
craft,0,1,1,0,1,1,0,0
crash,0,1,1,0,1,1,0,1
crawl,1,1,1,1,1,1,0,1
crazy,1,1,1,1,1,1,0,1
cream,1,1,1,1,1,1,0,1
create,1,1,1,1,1,1,1,1
creation,0,1,1,0,1,1,0,0
creative,0,1,1,0,1,1,1,0
creature,0,1,1,0,1,1,0,0
credibility,0,0,1,0,0,1,1,0
credit,1,1,1,1,1,1,1,1
crew,0,1,1,0,1,1,0,0
crime,0,1,1,0,1,1,0,0
criminal,0,1,1,0,1,1,0,0
crisis,0,1,1,0,1,1,1,0
criteria,0,1,1,0,1,1,1,0
critic,0,1,1,0,1,1,0,0
critical,0,1,1,0,1,1,1,0
criticism,0,1,1,0,1,1,0,0
criticize,0,1,1,0,1,1,0,0
crop,0,1,1,0,1,1,0,0
cross,1,1,1,1,1,1,0,1
crowd,1,1,1,1,1,1,0,1
crucial,0,1,1,0,1,1,1,0
crude,0,0,1,0,0,1,0,0
cruel,0,1,1,0,1,1,0,0
crush,0,1,1,0,1,1,0,0
cry,1,1,1,1,1,1,0,1
crystal,0,1,1,0,1,1,0,0
cue,0,1,1,0,1,1,0,0
cultivate,0,0,1,0,0,1,0,0
cultural,0,1,1,0,1,1,0,0
culture,0,1,1,0,1,1,1,0
cup,1,1,1,1,1,1,0,1
cure,0,1,1,0,1,1,0,0
curiosity,0,1,1,0,1,1,0,0
curious,1,1,1,1,1,1,0,1
currency,0,1,1,0,1,1,1,0
current,0,1,1,0,1,1,1,0
curriculum,0,1,1,0,1,1,0,0
curtain,1,1,1,1,1,1,0,1
curve,0,1,1,0,1,1,0,0
cushion,0,1,1,0,1,1,0,1
custom,0,1,1,0,1,1,1,0
customer,1,1,1,1,1,1,1,1
cut,1,1,1,1,1,1,1,1
cute,1,1,1,1,1,1,0,1
cycle,0,1,1,0,1,1,1,0
